Product Name,Price,Currency,SKU,Brand,Category,Rating,Availability,Reviews,Product Description,Overview,Product Url,Image,Image URLs
Jaxton 6 - Piece Upholstered Sectional,2129.99,USD,W007586308,Sand & Stable™,Sectionals,5,In Stock,70,"This Left-hand-facing modular corner sectional and ottoman is great for making a statement in larger living rooms. This set includes a chaise, a loveseat, a chair, and an ottoman. Each piece has a frame made from engineered wood with slightly tapered legs in a brown finish. Top-grain leather match upholstery offers a luxurious look and feel, while coil spring seats offer extra support where you need it most. This sectional is padded with polyester and foam fill for added comfort and features a classic look with square arms and a cushion back. This set offers a firm seat that doesn't give too much when you sit down. Plus, it has removable back cushions for easy cleaning.",Seat Height - Floor to Seat: 20.5 '' | With Ottoman | Seating Capacity: 7 | Assembly Required | Warranty Length: 30 Days,https://www.wayfair.com/furniture/pdp/sand-stable-jaxton-148-wide-leather-match-left-hand-facing-modular-corner-sectional-with-ottoman-w007586308.html?piid=159566071,https://assets.wfcdn.com/im/71351067/compr-r85/2106/210642718/jaxton-6-piece-upholstered-sectional.jpg,"https://assets.wfcdn.com/im/46153280/resize-h800-w800%5Ecompr-r85/2106/210642718/Jaxton+6+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/71950682/resize-h800-w800%5Ecompr-r85/2113/211393264/Jaxton+6+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/11840750/resize-h800-w800%5Ecompr-r85/1789/178949603/Jaxton+6+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/01833549/resize-h800-w800%5Ecompr-r85/1788/178844015/Jaxton+6+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/32173428/resize-h800-w800%5Ecompr-r85/2112/211218897/Jaxton+6+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/30363977/resize-h800-w800%5Ecompr-r85/2113/211393250/Jaxton+6+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/74586872/resize-h800-w800%5Ecompr-r85/1789/178950148/Jaxton+6+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/52041488/resize-h800-w800%5Ecompr-r85/1789/178950151/Jaxton+6+-+Piece+Upholstered+Sectional.jpg | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
Dearborn 6 - Piece Upholstered Sectional,1880,USD,CNUS1020,Latitude Run®,Sectionals,4,In Stock,27,"Experience double the comfort and double the style with this eternally chic double chaise sectional! Its curved, low-profile silhouette embodies modernity, ensuring your living space will always be on-trend. Available in beige, grey, and boucle, it effortlessly integrates into your interior while making a bold statement in your home. More than just looks, this double chaise sectional is built for exceptional comfort. Featuring an expertly crafted combination of durable foam with plush microfiber padding, its incredibly comfy, deep cushioning is made for hours of cozy lounging. Six modular sections—2 corner seats, 2 armless seats, and 2 ottomans— ship straight to you with each module fully assembled, with all parts and instructions included. An interlocking bracket system allows you to easily connect the modules into your ideal sectional setup, making for incredibly easy tool-free assembly.",Seat Height - Floor to Seat: 17.7 '' | With Ottoman | Seating Capacity: 4 | Assembly Required | Warranty Length: 1 Year | Solid Wood Frame | Assembly Tools Included,https://www.wayfair.com/furniture/pdp/latitude-run-dearborn-6-piece-upholstered-chaise-sectional-cnus1020.html?piid=88660201&auctionId=b82c4074-57e4-4bae-a614-de58805bd450,https://assets.wfcdn.com/im/54232712/compr-r85/2567/256734162/dearborn-6-piece-upholstered-sectional.jpg,"https://assets.wfcdn.com/im/65932371/resize-h800-w800%5Ecompr-r85/2567/256734162/Dearborn+6+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/63520047/resize-h800-w800%5Ecompr-r85/2567/256734331/Dearborn+6+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/84410509/resize-h800-w800%5Ecompr-r85/2567/256734388/Dearborn+6+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/43230545/resize-h800-w800%5Ecompr-r85/2567/256734164/Dearborn+6+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/53645780/resize-h800-w800%5Ecompr-r85/2567/256734378/Dearborn+6+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/03108785/resize-h800-w800%5Ecompr-r85/2567/256734373/Dearborn+6+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/87910764/resize-h800-w800%5Ecompr-r85/2567/256734356/Dearborn+6+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/21963503/resize-h800-w800%5Ecompr-r85/2567/256734353/Dearborn+6+-+Piece+Upholstered+Sectional.jpg | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
Wayfair,N/A,N/A,N/A,N/A,Sectionals,N/A,Out of Stock,N/A,N/A,,https://www.wayfair.com/furniture/pdp/latitude-run-kettner-13635-wide-reversible-modular-corner-sectional-with-ottoman-w111108569.html?piid=1656913611,N/A,
2 - Piece Corduroy Sectional,779.99,USD,W100063422,Latitude Run®,Sectionals,4.5,In Stock,642,"Find comfort with this large seating L-shape sectional, whether working from home, watching TV, or reading your favorite book. This gorgeous masterpiece will be the focal point of your living room, featuring ultra-soft corduroy upholstery, medium firm large seating, and large square arms. ",Seat Height - Floor to Seat: 18.5 '' | Adjustable Lumbar Support | Seating Capacity: 2 | Assembly Required | Warranty Length: 30 Days,https://www.wayfair.com/furniture/pdp/latitude-run-arregui-1085-wide-symmetrical-modular-corner-sectional-with-ottoman-w100063422.html?piid=1222175087,https://assets.wfcdn.com/im/72681523/compr-r85/2548/254842035/2-piece-corduroy-sectional.jpg,"https://assets.wfcdn.com/im/02120690/resize-h800-w800%5Ecompr-r85/2548/254842035/2+-+Piece+Corduroy+Sectional.jpg | https://assets.wfcdn.com/im/47286512/resize-h800-w800%5Ecompr-r85/2548/254842044/2+-+Piece+Corduroy+Sectional.jpg | https://assets.wfcdn.com/im/13471603/resize-h800-w800%5Ecompr-r85/2548/254842036/2+-+Piece+Corduroy+Sectional.jpg | https://assets.wfcdn.com/im/74132272/resize-h800-w800%5Ecompr-r85/2548/254845256/2+-+Piece+Corduroy+Sectional.jpg | https://assets.wfcdn.com/im/10949644/resize-h800-w800%5Ecompr-r85/2548/254847573/2+-+Piece+Corduroy+Sectional.jpg | https://assets.wfcdn.com/im/08185011/resize-h800-w800%5Ecompr-r85/2548/254845253/2+-+Piece+Corduroy+Sectional.jpg | https://assets.wfcdn.com/im/97976756/resize-h800-w800%5Ecompr-r85/2548/254845249/2+-+Piece+Corduroy+Sectional.jpg | https://assets.wfcdn.com/im/47524342/resize-h800-w800%5Ecompr-r85/2548/254842039/2+-+Piece+Corduroy+Sectional.jpg | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"Alger 98"" Wide Left Hand Facing Sofa & Chaise with Ottoman",550,USD,W009188769,Three Posts™,Sectionals,4,In Stock,1107,"This sofa-and-chaise sectional features an L-shaped design that provides you with ample room to stretch out and relax, even in space-conscious homes and apartments. It has a manufactured wood frame that rests on low-profile dowel legs for a modern look. Wrapped in a linen blend fabric, it comes in a neutral tone that matches with almost any style or color scheme. Foam-filled cushions give you plenty of support. Rounded arms, nailhead trim, and subtle tufting in the back add a traditional feel we love. A storage ottoman and two toss pillows are also included. Best of all, two built-in cup holders help keep you hydrated during movie or game night.",Seat Height - Floor to Seat: 17.5 '' | With Ottoman | Storage Included | Seating Capacity: 4 | Assembly Required | Warranty Length: 30 Days,https://www.wayfair.com/furniture/pdp/three-posts-gwendoly-895-wide-left-hand-facing-sofa-and-chaise-w009188769.html?piid=831939970,https://assets.wfcdn.com/im/72589835/compr-r85/2883/288379635/alger-98-wide-left-hand-facing-sofa-chaise-with-ottoman.jpg,"https://assets.wfcdn.com/im/97787622/resize-h800-w800%5Ecompr-r85/2883/288379635/Alger+98%22+Wide+Left+Hand+Facing+Sofa+%26+Chaise+with+Ottoman.jpg | https://assets.wfcdn.com/im/12064866/resize-h800-w800%5Ecompr-r85/2101/210120458/Alger+98%22+Wide+Left+Hand+Facing+Sofa+%26+Chaise+with+Ottoman.jpg | https://assets.wfcdn.com/im/37498778/resize-h800-w800%5Ecompr-r85/2101/210120454/Alger+98%22+Wide+Left+Hand+Facing+Sofa+%26+Chaise+with+Ottoman.jpg | https://assets.wfcdn.com/im/46756776/resize-h800-w800%5Ecompr-r85/2101/210120551/Alger+98%22+Wide+Left+Hand+Facing+Sofa+%26+Chaise+with+Ottoman.jpg | https://assets.wfcdn.com/im/09294977/resize-h800-w800%5Ecompr-r85/2883/288379629/Alger+98%22+Wide+Left+Hand+Facing+Sofa+%26+Chaise+with+Ottoman.jpg | https://assets.wfcdn.com/im/20489448/resize-h800-w800%5Ecompr-r85/2883/288379633/Alger+98%22+Wide+Left+Hand+Facing+Sofa+%26+Chaise+with+Ottoman.jpg | https://assets.wfcdn.com/im/31840361/resize-h800-w800%5Ecompr-r85/2883/288379632/Alger+98%22+Wide+Left+Hand+Facing+Sofa+%26+Chaise+with+Ottoman.jpg | https://assets.wfcdn.com/im/25352252/resize-h800-w800%5Ecompr-r85/2101/210120544/Alger+98%22+Wide+Left+Hand+Facing+Sofa+%26+Chaise+with+Ottoman.jpg | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
Wayfair,N/A,N/A,N/A,N/A,Sectionals,N/A,Out of Stock,N/A,N/A,,https://www.wayfair.com/furniture/pdp/mercer41-3-piece-corduroy-sectional-w111612351.html?piid=2010038396&auctionId=0675ac02-ac53-4297-b8d4-6e28e5494380,N/A,
Patterson 2 - Piece Mid Century Modern Style Livingroom Leather Chaise Sectional,2580,USD,W007916983,Steelside™,Sectionals,5,In Stock,164,"This L-shaped sectional has clean lines that anchor your living room in sleek modern style. Its frame and tapered legs are made from solid, kiln-dried eucalyptus wood. This sofa is wrapped in genuine full grain leather upholstery, with a rich tan color. Foam cushioning and coil spring seat construction provide just the right amount of support while you lounge. This couch seats four people, and we love that the built-in chaise makes it easy to get cozy for a long night of movies or conversation. Plus, its square arm and pillow back give it an approachably on-trend silhouette.",Seat Height - Floor to Seat: 19.3 '' | Seating Capacity: 4 | Assembly Required | Warranty Length: 30 Days | Solid Wood Frame | Assembly Tools Included,https://www.wayfair.com/furniture/pdp/steelside-patterson-2-piece-mid-century-modern-style-livingroom-leather-chaise-sectional-w007916983.html?piid=504216564&auctionId=0675ac02-ac53-4297-b8d4-6e28e5494380,https://assets.wfcdn.com/im/33099920/compr-r85/1604/160462379/patterson-2-piece-mid-century-modern-style-livingroom-leather-chaise-sectional.jpg,https://assets.wfcdn.com/im/41702293/resize-h800-w800%5Ecompr-r85/1604/160462379/Patterson+2+-+Piece+Mid+Century+Modern+Style+Livingroom+Leather+Chaise+Sectional.jpg | https://assets.wfcdn.com/im/07805996/resize-h800-w800%5Ecompr-r85/1604/160462381/Patterson+2+-+Piece+Mid+Century+Modern+Style+Livingroom+Leather+Chaise+Sectional.jpg | https://assets.wfcdn.com/im/30507822/resize-h800-w800%5Ecompr-r85/1604/160462383/Patterson+2+-+Piece+Mid+Century+Modern+Style+Livingroom+Leather+Chaise+Sectional.jpg | https://assets.wfcdn.com/im/53209648/resize-h800-w800%5Ecompr-r85/1604/160462385/Patterson+2+-+Piece+Mid+Century+Modern+Style+Livingroom+Leather+Chaise+Sectional.jpg
Basilius 2 - Piece Corduroy Sectional,979.99,USD,W100138716,Ebern Designs,Sectionals,4.5,In Stock,506,"Find your comfort with this large seating l-shape sectional whether you are working from home, watching TV, or reading your favorite book. Featuring ultra-soft corduroy upholstery, medium firm large seating, and large square arms, this gorgeous masterpiece will be the focal point of your living room.",Seat Height - Floor to Seat: 18.5 '' | Seating Capacity: 4 | Assembly Required | Warranty Length: 30 Days,https://www.wayfair.com/furniture/pdp/ebern-designs-basilius-107-wide-right-hand-facing-corner-sectional-w100138716.html?piid=1653735632%2C1651079973,https://assets.wfcdn.com/im/41560679/compr-r85/2730/273082698/basilius-2-piece-corduroy-sectional.jpg,https://assets.wfcdn.com/im/66758466/resize-h800-w800%5Ecompr-r85/2730/273082698/Basilius+2+-+Piece+Corduroy+Sectional.jpg | https://assets.wfcdn.com/im/12162118/resize-h800-w800%5Ecompr-r85/2730/273082694/Basilius+2+-+Piece+Corduroy+Sectional.jpg | https://assets.wfcdn.com/im/22079535/resize-h800-w800%5Ecompr-r85/2730/273083070/Basilius+2+-+Piece+Corduroy+Sectional.jpg | https://assets.wfcdn.com/im/18134971/resize-h800-w800%5Ecompr-r85/2730/273083069/Basilius+2+-+Piece+Corduroy+Sectional.jpg | https://assets.wfcdn.com/im/78109379/resize-h800-w800%5Ecompr-r85/2730/273082697/Basilius+2+-+Piece+Corduroy+Sectional.jpg | https://assets.wfcdn.com/im/89460292/resize-h800-w800%5Ecompr-r85/2730/273082696/Basilius+2+-+Piece+Corduroy+Sectional.jpg | https://assets.wfcdn.com/im/00811205/resize-h800-w800%5Ecompr-r85/2730/273082695/Basilius+2+-+Piece+Corduroy+Sectional.jpg
Wayfair,N/A,N/A,N/A,N/A,Sectionals,N/A,Out of Stock,N/A,N/A,,https://www.wayfair.com/furniture/pdp/wade-logan-ashira-1265-wide-reversible-modular-corner-sectional-with-ottoman-w010835098.html?piid=399172445,N/A,
Wayfair,N/A,N/A,N/A,N/A,Sectionals,N/A,Out of Stock,N/A,N/A,,https://www.wayfair.com/furniture/pdp/ebern-designs-2-piece-upholstered-sectional-w110674356.html?piid=1671843817%2C1671843819%2C1671842838,N/A,
Dearborn 6 - Piece Upholstered Sectional,1880,USD,CNUS1020,Latitude Run®,Sectionals,4,In Stock,27,"Experience double the comfort and double the style with this eternally chic double chaise sectional! Its curved, low-profile silhouette embodies modernity, ensuring your living space will always be on-trend. Available in beige, grey, and boucle, it effortlessly integrates into your interior while making a bold statement in your home. More than just looks, this double chaise sectional is built for exceptional comfort. Featuring an expertly crafted combination of durable foam with plush microfiber padding, its incredibly comfy, deep cushioning is made for hours of cozy lounging. Six modular sections—2 corner seats, 2 armless seats, and 2 ottomans— ship straight to you with each module fully assembled, with all parts and instructions included. An interlocking bracket system allows you to easily connect the modules into your ideal sectional setup, making for incredibly easy tool-free assembly.",Seat Height - Floor to Seat: 17.7 '' | With Ottoman | Seating Capacity: 4 | Assembly Required | Warranty Length: 1 Year | Solid Wood Frame | Assembly Tools Included,https://www.wayfair.com/furniture/pdp/latitude-run-dearborn-6-piece-upholstered-chaise-sectional-cnus1020.html?piid=88660201&auctionId=6e83d81c-85a6-4d5c-9c76-061109a94dfc,https://assets.wfcdn.com/im/54232712/compr-r85/2567/256734162/dearborn-6-piece-upholstered-sectional.jpg,"https://assets.wfcdn.com/im/65932371/resize-h800-w800%5Ecompr-r85/2567/256734162/Dearborn+6+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/63520047/resize-h800-w800%5Ecompr-r85/2567/256734331/Dearborn+6+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/84410509/resize-h800-w800%5Ecompr-r85/2567/256734388/Dearborn+6+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/43230545/resize-h800-w800%5Ecompr-r85/2567/256734164/Dearborn+6+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/53645780/resize-h800-w800%5Ecompr-r85/2567/256734378/Dearborn+6+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/03108785/resize-h800-w800%5Ecompr-r85/2567/256734373/Dearborn+6+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/87910764/resize-h800-w800%5Ecompr-r85/2567/256734356/Dearborn+6+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/21963503/resize-h800-w800%5Ecompr-r85/2567/256734353/Dearborn+6+-+Piece+Upholstered+Sectional.jpg | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
Wayfair,N/A,N/A,N/A,N/A,Sectionals,N/A,Out of Stock,N/A,N/A,,https://www.wayfair.com/furniture/pdp/ebern-designs-2-piece-upholstered-sectional-no-assembly-required-w111277782.html?piid=107363735%2C107363730&auctionId=6e83d81c-85a6-4d5c-9c76-061109a94dfc,N/A,
Wayfair,N/A,N/A,N/A,N/A,Sectionals,N/A,Out of Stock,N/A,N/A,,https://www.wayfair.com/furniture/pdp/sand-stable-yates-3-piece-upholstered-pull-out-sectional-sleeper-sofa-with-storage-chaise-w004092121.html?piid=94195721,N/A,
Wayfair,N/A,N/A,N/A,N/A,Sectionals,N/A,Out of Stock,N/A,N/A,,https://www.wayfair.com/furniture/pdp/hongjunfurniture-134-modern-oversized-l-shaped-corduroy-sectional-with-usb-port-and-cup-holder-gngj1024.html?piid=100025440,N/A,
Dearborn 6 - Piece Upholstered Sectional,1880,USD,CNUS1020,Latitude Run®,Sectionals,4,In Stock,27,"Experience double the comfort and double the style with this eternally chic double chaise sectional! Its curved, low-profile silhouette embodies modernity, ensuring your living space will always be on-trend. Available in beige, grey, and boucle, it effortlessly integrates into your interior while making a bold statement in your home. More than just looks, this double chaise sectional is built for exceptional comfort. Featuring an expertly crafted combination of durable foam with plush microfiber padding, its incredibly comfy, deep cushioning is made for hours of cozy lounging. Six modular sections—2 corner seats, 2 armless seats, and 2 ottomans— ship straight to you with each module fully assembled, with all parts and instructions included. An interlocking bracket system allows you to easily connect the modules into your ideal sectional setup, making for incredibly easy tool-free assembly.",Seat Height - Floor to Seat: 17.7 '' | With Ottoman | Seating Capacity: 4 | Assembly Required | Warranty Length: 1 Year | Solid Wood Frame | Assembly Tools Included,https://www.wayfair.com/furniture/pdp/latitude-run-dearborn-6-piece-upholstered-chaise-sectional-cnus1020.html?piid=88660201&auctionId=31f1e339-87fd-401d-a357-fd75de15baed,https://assets.wfcdn.com/im/54232712/compr-r85/2567/256734162/dearborn-6-piece-upholstered-sectional.jpg,"https://assets.wfcdn.com/im/65932371/resize-h800-w800%5Ecompr-r85/2567/256734162/Dearborn+6+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/63520047/resize-h800-w800%5Ecompr-r85/2567/256734331/Dearborn+6+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/84410509/resize-h800-w800%5Ecompr-r85/2567/256734388/Dearborn+6+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/43230545/resize-h800-w800%5Ecompr-r85/2567/256734164/Dearborn+6+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/53645780/resize-h800-w800%5Ecompr-r85/2567/256734378/Dearborn+6+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/03108785/resize-h800-w800%5Ecompr-r85/2567/256734373/Dearborn+6+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/87910764/resize-h800-w800%5Ecompr-r85/2567/256734356/Dearborn+6+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/21963503/resize-h800-w800%5Ecompr-r85/2567/256734353/Dearborn+6+-+Piece+Upholstered+Sectional.jpg | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
Boulder Deeper and Wider 2x2 100% Full Top Grain Leather Sectional,13558.03,USD,LAEH1024,Leather Creations,Sectionals,N/A,In Stock,N/A,"Experience the epitome of sophistication with the Boulder Deeper and Wider 2x2 100% Full Top Grain Leather Sectional. This all-leather sofa combines plush pillow-top seats, cozy pillow arms, and a sumptuous, fluffy back cushion. Upholstered in 100% full top grain leather and crafted with hardwood, this sectional adds a touch of elegance to any room, making it an ideal choice for those who appreciate the finer things in life.",Seat Height - Floor to Seat: 24 '' | Made-to-order | Seating Capacity: 4 | Fully Assembled | Warranty Length: Frame & Springs - Lifetime Pillows & Cushions - 3 years Leather -  1 year against manufactures defects. Mechanism - 3 years against manufactures defects | Removable Seat Cushions,https://www.wayfair.com/furniture/pdp/leather-creations-boulder-deeper-and-wider-2x2-100-full-top-grain-leather-sectional-laeh1024.html?piid=95382424&auctionId=31f1e339-87fd-401d-a357-fd75de15baed,https://assets.wfcdn.com/im/62641993/compr-r85/2706/270689742/boulder-deeper-and-wider-2x2-100-full-top-grain-leather-sectional.jpg,https://assets.wfcdn.com/im/37444206/resize-h800-w800%5Ecompr-r85/2706/270689742/Boulder+Deeper+and+Wider+2x2+100%25+Full+Top+Grain+Leather+Sectional.jpg | https://assets.wfcdn.com/im/60146032/resize-h800-w800%5Ecompr-r85/2706/270689744/Boulder+Deeper+and+Wider+2x2+100%25+Full+Top+Grain+Leather+Sectional.jpg | https://assets.wfcdn.com/im/12975269/resize-h800-w800%5Ecompr-r85/2834/283444739/Boulder+Deeper+and+Wider+2x2+100%25+Full+Top+Grain+Leather+Sectional.jpg | https://assets.wfcdn.com/im/25936851/resize-h800-w800%5Ecompr-r85/2706/270689736/Boulder+Deeper+and+Wider+2x2+100%25+Full+Top+Grain+Leather+Sectional.jpg | https://assets.wfcdn.com/im/05369828/resize-h800-w800%5Ecompr-r85/2763/276313209/Boulder+Deeper+and+Wider+2x2+100%25+Full+Top+Grain+Leather+Sectional.jpg | https://assets.wfcdn.com/im/54087566/resize-h800-w800%5Ecompr-r85/2763/276313474/Boulder+Deeper+and+Wider+2x2+100%25+Full+Top+Grain+Leather+Sectional.jpg
Wayfair,N/A,N/A,N/A,N/A,Sectionals,N/A,Out of Stock,N/A,N/A,,https://www.wayfair.com/furniture/pdp/ebern-designs-erstonia-sectional-with-ottoman-w111584948.html?piid=1442485918,N/A,
8 - Piece Corduroy Sectional,1899.99,USD,W010362630,Wade Logan®,Sectionals,4.5,In Stock,186,"This 8-piece sectional features a U-shaped symmetrical design that's also modular, so you can create the living room you've always wanted. Each chair and ottoman has an engineered wood frame that rests on tapered solid wood legs for a sleek modern look we love. Wrapped in a corduroy fabric, this sectional is polyester- and foam-filled with coil springs to provide just the right amount of support as you and a few friends enjoy the big game or your favorite TV series. Full assembly is required.",Seat Height - Floor to Seat: 18.5 '' | With Ottoman | Adjustable Lumbar Support | Seating Capacity: 8 | Assembly Required | Warranty Length: 30 Days | Removable Seat Cushions | Reversible Cushions | Removable Back Cushions,https://www.wayfair.com/furniture/pdp/wade-logan-178-wide-reversible-modular-corner-sectional-with-ottoman-w010362630.html?piid=425948209,https://assets.wfcdn.com/im/41950602/compr-r85/2512/251200075/8-piece-corduroy-sectional.jpg,"https://assets.wfcdn.com/im/16752815/resize-h800-w800%5Ecompr-r85/2512/251200075/8+-+Piece+Corduroy+Sectional.jpg | https://assets.wfcdn.com/im/78058039/resize-h800-w800%5Ecompr-r85/2512/251200080/8+-+Piece+Corduroy+Sectional.jpg | https://assets.wfcdn.com/im/17772815/resize-h800-w800%5Ecompr-r85/1933/193300299/8+-+Piece+Corduroy+Sectional.jpg | https://assets.wfcdn.com/im/27312364/resize-h800-w800%5Ecompr-r85/1933/193300241/8+-+Piece+Corduroy+Sectional.jpg | https://assets.wfcdn.com/im/50332663/resize-h800-w800%5Ecompr-r85/1933/193300293/8+-+Piece+Corduroy+Sectional.jpg | https://assets.wfcdn.com/im/32810829/resize-h800-w800%5Ecompr-r85/2512/251200079/8+-+Piece+Corduroy+Sectional.jpg | https://assets.wfcdn.com/im/28103728/resize-h800-w800%5Ecompr-r85/2512/251200076/8+-+Piece+Corduroy+Sectional.jpg | https://assets.wfcdn.com/im/75465317/resize-h800-w800%5Ecompr-r85/2302/230292947/8+-+Piece+Corduroy+Sectional.jpg | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
